漢字検定十級,公園の『入』り口で遊んだ。,公園の『イ』り口で遊んだ。
漢字検定十級,友だちは『男』の子とボールで遊ぶ。,友だちは『オトコ』の子とボールで遊ぶ。
漢字検定十級,『石』を集めて庭の小道を作る。,『イシ』を集めて庭の小道を作る。
漢字検定十級,家族で『女』の子の誕生日を祝う。,家族で『オンナ』の子の誕生日を祝う。
漢字検定十級,『子』どもたちが元気に走り回る。,『コ』どもたちが元気に走り回る。
漢字検定十級,晴れた日には『空』に凧を飛ばす。,晴れた日には『ソラ』に凧を飛ばす。
漢字検定十級,公園の『下』で日陰に座って休憩する。,公園の『シタ』で日陰に座って休憩する。
漢字検定十級,仕事を終えてから『力』いっぱい泳いだ。,仕事を終えてから『チカラ』いっぱい泳いだ。
漢字検定十級,『年』末には大掃除をしっかり行う。,『ネン』末には大掃除をしっかり行う。
漢字検定十級,春になると『竹』が勢いよく伸びる。,春になると『タケ』が勢いよく伸びる。
漢字検定十級,赤い『赤』い服を着て友人と会った。,赤い『アカ』い服を着て友人と会った。
漢字検定十級,『小』さな花壇に花を植えていく。,『チイ』さな花壇に花を植えていく。
漢字検定十級,『四』つのチームがゲームで競争する。,『ヨッ』つのチームがゲームで競争する。
漢字検定十級,夜に『月』を見上げて星も観察する。,夜に『ツキ』を見上げて星も観察する。
漢字検定十級,『火』曜日は図書館で本を借りる予定だ。,『カ』曜日は図書館で本を借りる予定だ。
漢字検定十級,森林の中で『林』の鳥たちがさえずる。,森林の中で『ハヤシ』の鳥たちがさえずる。
漢字検定十級,冬の『白』い雪が山に積もっている。,冬の『シロ』い雪が山に積もっている。
漢字検定十級,『中』庭で子どもたちが遊んでいる。,『ナカ』庭で子どもたちが遊んでいる。
漢字検定十級,古い『千』の書物が図書館に残されている。,古い『セン』の書物が図書館に残されている。
漢字検定十級,森を歩くと『上』から陽の光が差し込む。,森を歩くと『ウエ』から陽の光が差し込む。
漢字検定十級,機織りの仕事で『糸』を紡いでいる。,機織りの仕事で『イト』を紡いでいる。
漢字検定十級,牧場の近くで『犬』が羊を追っている。,牧場の近くで『イヌ』が羊を追っている。
漢字検定十級,春には『花』が一面に咲き誇る。,春には『ハナ』が一面に咲き誇る。
漢字検定十級,『六』つのプレゼントを友人に配った。,『ムッ』つのプレゼントを友人に配った。
漢字検定十級,公園で『八』つの花壇を整備する。,公園で『ヤッ』つの花壇を整備する。
漢字検定十級,『虫』の鳴き声が夜の静けさに響く。,『ムシ』の鳴き声が夜の静けさに響く。
漢字検定十級,子どもたちが『川』で魚を捕まえた。,子どもたちが『カワ』で魚を捕まえた。
漢字検定十級,『森』の奥にはたくさんの動物がいる。,『モリ』の奥にはたくさんの動物がいる。
漢字検定十級,『字』を書く練習を毎日続ける。,『ジ』を書く練習を毎日続ける。
漢字検定十級,船に乗り『見』知らぬ島にたどり着いた。,船に乗り『ミ』知らぬ島にたどり着いた。
漢字検定十級,市場で『貝』のアクセサリーを買った。,市場で『カイ』のアクセサリーを買った。
漢字検定十級,『青』い空に雲がゆっくりと流れる。,『アオ』い空に雲がゆっくりと流れる。
漢字検定十級,算数で『十』の問題を解いた。,算数で『ジュウ』の問題を解いた。
漢字検定十級,友だちと『三』人で公園に行った。,友だちと『サン』人で公園に行った。
漢字検定十級,『玉』のように光る雨粒が草に落ちた。,『タマ』のように光る雨粒が草に落ちた。
漢字検定十級,将来は『王』様のようなリーダーになる。,将来は『オオ』様のようなリーダーになる。
漢字検定十級,『目』標を立てて、その達成に向かう。,『モク』標を立てて、その達成に向かう。
漢字検定十級,新しい『日』記を今日から書き始めた。,新しい『ニッ』記を今日から書き始めた。
漢字検定十級,『大』きな建物の前で写真を撮る。,『オオ』きな建物の前で写真を撮る。
漢字検定十級,夕食後に『夕』焼けを眺めていた。,夕食後に『ユウ』焼けを眺めていた。
漢字検定十級,出発前に『出』かける準備をしよう。,出発前に『デ』かける準備をしよう。
漢字検定十級,高い『山』に登って頂上の景色を見る。,高い『ヤマ』に登って頂上の景色を見る。
漢字検定十級,『金』曜日は早めに帰宅する予定だ。,『キン』曜日は早めに帰宅する予定だ。
漢字検定十級,風が吹くと『音』が川のせせらぎに混ざる。,風が吹くと『オト』が川のせせらぎに混ざる。
漢字検定十級,練習で『立』ち上がり、声を出した。,練習で『タ』ち上がり、声を出した。
漢字検定十級,車を『車』庫にしっかりと駐車した。,車を『シャ』庫にしっかりと駐車した。
漢字検定十級,子どもたちは『校』庭で遊んでいる。,子どもたちは『コウ』庭で遊んでいる。
漢字検定十級,『九』つの道具を使って工事を進めた。,『ココノ』つの道具を使って工事を進めた。
漢字検定十級,『雨』が上がり、虹が空にかかっている。,『アメ』が上がり、虹が空にかかっている。
漢字検定十級,庭の木のそばで『本』を読んでいた。,庭の木のそばで『ホン』を読んでいた。
漢字検定十級,『土』曜日には友人と外で遊ぶ。,『ド』曜日には友人と外で遊ぶ。
漢字検定十級,疲れたときは『足』を休ませる。,疲れたときは『アシ』を休ませる。
漢字検定十級,『生』き生きとした笑顔が広がる。,『イ』き生きとした笑顔が広がる。
漢字検定十級,友だちと『手』をつないで歩いた。,友だちと『テ』をつないで歩いた。
漢字検定十級,公園の『左』側にある噴水を見よう。,公園の『ヒダリ』側にある噴水を見よう。
漢字検定十級,週末は『休』息をとってリラックスしよう。,週末は『キュウ』息をとってリラックスしよう。
漢字検定十級,『円』を描くように踊って楽しむ。,『エン』を描くように踊って楽しむ。
漢字検定十級,『名』前を書いたカードを持ってきた。,『ナ』前を書いたカードを持ってきた。
漢字検定十級,『二』つの石を組み合わせて形を作った。,『フタ』つの石を組み合わせて形を作った。
漢字検定十級,古い『村』に伝わる伝統を学ぶ。,古い『ムラ』に伝わる伝統を学ぶ。
漢字検定十級,『文』房具を新しく買い足そうと思う。,『ブン』房具を新しく買い足そうと思う。
漢字検定十級,明日は晴れたら『天』を見上げてみよう。,明日は晴れたら『テン』を見上げてみよう。
漢字検定十級,『早』起きをして日の出を見た。,『ハヤ』起きをして日の出を見た。
漢字検定十級,川に『水』がたくさん流れている。,川に『ミズ』がたくさん流れている。
漢字検定十級,今日は『七』つのパンを焼いた。,今日は『ナナ』つのパンを焼いた。
漢字検定十級,『口』を使って丁寧に話をしよう。,『クチ』を使って丁寧に話をしよう。
漢字検定十級,新しい『気』持ちで学校に行こう。,新しい『キ』持ちで学校に行こう。
漢字検定十級,『右』を向いて、そこにある山を見て。,『ミギ』を向いて、そこにある山を見て。
漢字検定十級,『木』を植える活動に参加したい。,『キ』を植える活動に参加したい。
漢字検定十級,『田』んぼに水がきれいに反射している。,『タ』んぼに水がきれいに反射している。
漢字検定十級,『草』花が風に揺れているのを見た。,『クサ』花が風に揺れているのを見た。
漢字検定十級,『正』午前に公園を散歩する。,『ショウ』午前に公園を散歩する。
漢字検定十級,『百』の花が咲き誇る庭を見に行こう。,『ヒャク』の花が咲き誇る庭を見に行こう。
漢字検定十級,昔の『町』は人々でにぎわっていた。,昔の『マチ』は人々でにぎわっていた。
漢字検定十級,道を歩くと、『先』の景色が広がる。,道を歩くと、『サキ』の景色が広がる。
漢字検定十級,『人』はみんなで協力して働く。,『ヒト』はみんなで協力して働く。
漢字検定十級,『耳』で聞いた話をみんなに伝えた。,『ミミ』で聞いた話をみんなに伝えた。
漢字検定十級,『五』つの川が流れる村で育った。,『イツ』つの川が流れる村で育った。
漢字検定十級,『学』ぶことは人生の大切な一部だ。,『マナ』ぶことは人生の大切な一部だ。
漢字検定十級,『一』つずつ丁寧に仕事を片付けた。,『ヒト』つずつ丁寧に仕事を片付けた。
