漢字検定準二級,詔を受けた使者は『詔勅』を伝えに行った。,詔を受けた使者は『ショウチョク』を伝えに行った。
漢字検定準二級,大臣は殉職した警官のために『殉職者』を悼んだ。,大臣は殉職した警官のために『ジュンショクシャ』を悼んだ。
漢字検定準二級,儒教の教えは『儒学』として今でも研究されている。,儒教の教えは『ジュガク』として今でも研究されている。
漢字検定準二級,農家は新しい土地で作物を『栽培』し始めた。,農家は新しい土地で作物を『サイバイ』し始めた。
漢字検定準二級,彼はその計画に『肯定』的な意見を表明した。,彼はその計画に『コウテイ』的な意見を表明した。
漢字検定準二級,香りの良い茶葉を使った『薫製』の魚が人気です。,香りの良い茶葉を使った『クンセイ』の魚が人気です。
漢字検定準二級,著者は新作小説で古典を『擬人』化したキャラクターを登場させた。,著者は新作小説で古典を『ギジン』化したキャラクターを登場させた。
漢字検定準二級,彼は遊びと仕事を『且つ』両立させることに成功した。,彼は遊びと仕事を『カツ』両立させることに成功した。
漢字検定準二級,彼の指導方法は『寡黙』で効率的だと評判だった。,彼の指導方法は『カモク』で効率的だと評判だった。
漢字検定準二級,新しい経済圏は『亜』熱帯地方にも影響を与えた。,新しい経済圏は『ア』熱帯地方にも影響を与えた。
漢字検定準二級,社長は若い社員に『奨励』の言葉をかけ続けた。,社長は若い社員に『ショウレイ』の言葉をかけ続けた。
漢字検定準二級,彼は『循環』する経済システムの重要性を説いた。,彼は『ジュンカン』する経済システムの重要性を説いた。
漢字検定準二級,犯罪者は『囚人』として長い年月を刑務所で過ごす。,犯罪者は『シュウジン』として長い年月を刑務所で過ごす。
漢字検定準二級,修道院では毎朝『斎戒』を守る儀式が行われる。,修道院では毎朝『サイカイ』を守る儀式が行われる。
漢字検定準二級,侯爵の家族は歴史的な『侯爵』家系に属している。,侯爵の家族は歴史的な『コウシャク』家系に属している。
漢字検定準二級,植物学者は珍しい『茎』の構造を研究している。,植物学者は珍しい『クキ』の構造を研究している。
漢字検定準二級,法廷での『糾弾』は見ている者に強い印象を与えた。,法廷での『キュウダン』は見ている者に強い印象を与えた。
漢字検定準二級,この地域は特産の『缶詰』製品で知られている。,この地域は特産の『カンヅメ』製品で知られている。
漢字検定準二級,新しい職を得た彼は、積極的に『稼働』し始めた。,新しい職を得た彼は、積極的に『カドウ』し始めた。
漢字検定準二級,軍の中で尉官は『尉官』の地位にある。,軍の中で尉官は『イカン』の地位にある。
漢字検定準二級,彼の成果は業界内で大いに『彰顕』された。,彼の成果は業界内で大いに『ショウケン』された。
漢字検定準二級,新しい政策で『庶民』の暮らしが改善されるだろう。,新しい政策で『ショミン』の暮らしが改善されるだろう。
漢字検定準二級,台所から『臭気』が漂ってくるので、換気をした。,台所から『シュウキ』が漂ってくるので、換気をした。
漢字検定準二級,行方不明者の捜索には『索引』を活用した。,行方不明者の捜索には『サクイン』を活用した。
漢字検定準二級,『洪水』に備えて避難ルートを確認しよう。,『コウズイ』に備えて避難ルートを確認しよう。
漢字検定準二級,ハイキングコースの途中に美しい『渓谷』がある。,ハイキングコースの途中に美しい『ケイコク』がある。
漢字検定準二級,経済的な問題で多くの人々が『窮乏』している。,経済的な問題で多くの人々が『キュウボウ』している。
漢字検定準二級,政府は新しい政策による経済の『陥没』を懸念した。,政府は新しい政策による経済の『カンボツ』を懸念した。
漢字検定準二級,蚊の被害を抑えるために『蚊帳』が使われた。,蚊の被害を抑えるために『カヤ』が使われた。
漢字検定準二級,彼の努力が実り、業績の『逸話』が生まれた。,彼の努力が実り、業績の『イツワ』が生まれた。
漢字検定準二級,遺族は、遺産の『償還』にかかる手続きを急いだ。,遺族は、遺産の『ショウカン』にかかる手続きを急いだ。
漢字検定準二級,楽団はメンバー同士の『緒結』を大切にしている。,楽団はメンバー同士の『ショケツ』を大切にしている。
漢字検定準二級,子供たちの将来のために『愁訴』の声をあげた。,子供たちの将来のために『シュウソ』の声をあげた。
漢字検定準二級,漬物には新鮮な野菜と自家製の『酢醤』を使っている。,漬物には新鮮な野菜と自家製の『サクショウ』を使っている。
漢字検定準二級,各国の『貢献』で国際的な連携が深まった。,各国の『コウケン』で国際的な連携が深まった。
漢字検定準二級,夜空に飛ぶ『蛍火』は、夏の風物詩である。,夜空に飛ぶ『ホタルビ』は、夏の風物詩である。
漢字検定準二級,部長は提案を『拒否』する理由を明確に述べた。,部長は提案を『キョヒ』する理由を明確に述べた。
漢字検定準二級,彼の健康は長い間『患病』によって損なわれた。,彼の健康は長い間『カンビョウ』によって損なわれた。
漢字検定準二級,彼女は誘拐事件の被害者を『拐取』から守ろうとした。,彼女は誘拐事件の被害者を『カイシュ』から守ろうとした。
漢字検定準二級,結婚後も彼らは『姻戚』関係を大切にしている。,結婚後も彼らは『インセキ』関係を大切にしている。
漢字検定準二級,海岸にある『岩礁』で魚釣りを楽しんだ。,海岸にある『ガンショウ』で魚釣りを楽しんだ。
漢字検定準二級,旅行記に書かれた『叙述』はとても興味深い。,旅行記に書かれた『ジョジュツ』はとても興味深い。
漢字検定準二級,取引先への謝礼のために『酬答』の品を準備した。,取引先への謝礼のために『シュウトウ』の品を準備した。
漢字検定準二級,山頂に『桟道』を作り、観光客に絶景を提供した。,山頂に『サンドウ』を作り、観光客に絶景を提供した。
漢字検定準二級,この村では、川にかかる『溝渠』の整備が必要だ。,この村では、川にかかる『コウキョ』の整備が必要だ。
漢字検定準二級,お祝いの席で、みんなの『慶祝』の言葉が響いた。,お祝いの席で、みんなの『ケイシュク』の言葉が響いた。
漢字検定準二級,彼は歴史的な資料を『享覧』する機会を得た。,彼は歴史的な資料を『キョウラン』する機会を得た。
漢字検定準二級,彼女は失恋の痛みに『堪忍』しようと努力した。,彼女は失恋の痛みに『カンニン』しようと努力した。
漢字検定準二級,古い写真を見て彼は『懐古』の気持ちを抱いた。,古い写真を見て彼は『カイコ』の気持ちを抱いた。
漢字検定準二級,彼女は音楽会で美しい『韻律』を楽しんだ。,彼女は音楽会で美しい『インリツ』を楽しんだ。
漢字検定準二級,教会の祭壇は『浄化』の儀式が終わった後だった。,教会の祭壇は『ジョウカ』の儀式が終わった後だった。
漢字検定準二級,聖堂の高い天井に『升柱』がきれいに立っていた。,聖堂の高い天井に『ショウチュウ』がきれいに立っていた。
漢字検定準二級,彼の提案は『醜態』を晒すことを避けられなかった。,彼の提案は『シュウタイ』を晒すことを避けられなかった。
漢字検定準二級,雨の日には『傘下』のブランドを使うと決めている。,雨の日には『サンカ』のブランドを使うと決めている。
漢字検定準二級,彼の意見は『衡平』な基準に基づいていた。,彼の意見は『コウヘイ』な基準に基づいていた。
漢字検定準二級,演劇の舞台で彼はその『傑作』を演じた。,演劇の舞台で彼はその『ケッサク』を演じた。
漢字検定準二級,会議中に彼は自分の意見を『挟持』し、他のメンバーの提案に反対した。,会議中に彼は自分の意見を『キョウジ』し、他のメンバーの提案に反対した。
漢字検定準二級,葬儀で彼の遺体は『棺桶』に入れられていた。,葬儀で彼の遺体は『カンオケ』に入れられていた。
漢字検定準二級,彼は『劾論』の対象となり、職を失った。,彼は『ガイロン』の対象となり、職を失った。
漢字検定準二級,稲作には広い『畝畑』の整備が欠かせない。,稲作には広い『セイハタケ』の整備が欠かせない。
漢字検定準二級,『剰余』金を投資して事業を展開した。,『ジョウヨ』金を投資して事業を展開した。
漢字検定準二級,彼女は法律に従い必要な書類を『抄録』した。,彼女は法律に従い必要な書類を『ショウロク』した。
漢字検定準二級,夏の暑さに負けないために、冷たい『汁物』を飲んだ。,夏の暑さに負けないために、冷たい『シルモノ』を飲んだ。
漢字検定準二級,新しい義肢が彼の生活を『肢体』的に助けた。,新しい義肢が彼の生活を『シタイ』的に助けた。
漢字検定準二級,彼の新居は『購買』リストにあった物件だった。,彼の新居は『コウバイ』リストにあった物件だった。
漢字検定準二級,問題のある人とは『嫌厭』せずに距離を置いた。,問題のある人とは『ケンエン』せずに距離を置いた。
漢字検定準二級,高僧の『恭謹』な態度に多くの人が心打たれた。,高僧の『キョウキン』な態度に多くの人が心打たれた。
漢字検定準二級,展示会で彼は自作の作品を『款待』した。,展示会で彼は自作の作品を『カンタイ』した。
漢字検定準二級,新しい冒険の『涯辺』に立ち、彼は興奮していた。,新しい冒険の『ガイヘン』に立ち、彼は興奮していた。
漢字検定準二級,父は故郷の『浦里』に戻りたいと願っている。,父は故郷の『ウラサト』に戻りたいと願っている。
